algo	FS	ONTO	hier1	hier2	p-value	hier1-hier2
svmLinear2	PCA	CC	TPR-TF	GPAV	0.00756	-0.0002845769243787023
svmLinear2	PCA	CC	TPR-TF	HTD	0.0	-0.0022162800840558696
svmLinear2	PCA	CC	ISO-TPR-TF	HTD	0.0	-0.002723472542208796
svmLinear2	PCA	CC	GPAV	HTD	0.0	-0.0019317031596771672
treebag	PCA	CC	flat	TPR-TF	0.0	-0.020095919714981085
treebag	PCA	CC	flat	ISO-TPR-TF	0.0	-0.014033194090726439
treebag	PCA	CC	flat	GPAV	0.0	-0.020340850435135244
treebag	PCA	CC	flat	HTD	0.0003	-0.00729875060378846
treebag	PCA	CC	TPR-TF	ISO-TPR-TF	0.0	0.006062725624254643
treebag	PCA	CC	TPR-TF	HTD	0.0	0.01279716911119263
