algo	FS	ONTO	hier1	hier2	p-value	hier1-hier2
treebag	PCA	CC	ISO-TPR-TF	GPAV	0.0	-0.006307656344408798
treebag	PCA	CC	ISO-TPR-TF	HTD	0.0	0.006734443486937987
treebag	PCA	CC	GPAV	HTD	0.0	0.013042099831346791
xgbLinear	PCA	CC	flat	TPR-TF	0.0	-0.011556066364101726
xgbLinear	PCA	CC	flat	ISO-TPR-TF	0.0	-0.010117302874876348
xgbLinear	PCA	CC	flat	GPAV	0.0	-0.012502479910216222
xgbLinear	PCA	CC	TPR-TF	ISO-TPR-TF	0.00019	0.00143876348922538
xgbLinear	PCA	CC	TPR-TF	HTD	0.0	0.0081108336754302
xgbLinear	PCA	CC	ISO-TPR-TF	GPAV	0.0	-0.0023851770353398643
xgbLinear	PCA	CC	ISO-TPR-TF	HTD	0.0	0.006672070186204815
xgbLinear	PCA	CC	GPAV	HTD	0.0	0.009057247221544678
