	flat	GPAV	HTD	TPR-TF	ISO-TPR-TF	TPR-AT	ISO-TPR-AT	TPR-W
flat	[0, 0]	[0, 12]	[8, 12]	[0, 12]	[0, 12]	[1, 12]	[0, 12]	[0, 12]
GPAV	[12, 12]	[0, 0]	[11, 12]	[9, 12]	[6, 12]	[10, 12]	[5, 12]	[10, 12]
HTD	[3, 12]	[0, 12]	[0, 0]	[0, 12]	[0, 12]	[0, 12]	[0, 12]	[0, 12]
TPR-TF	[12, 12]	[1, 12]	[11, 12]	[0, 0]	[1, 12]	[11, 12]	[1, 12]	[9, 12]
ISO-TPR-TF	[12, 12]	[2, 12]	[11, 12]	[7, 12]	[0, 0]	[9, 12]	[2, 12]	[8, 12]
TPR-AT	[9, 12]	[1, 12]	[11, 12]	[0, 12]	[2, 12]	[0, 0]	[0, 12]	[1, 12]
ISO-TPR-AT	[12, 12]	[2, 12]	[11, 12]	[7, 12]	[3, 12]	[9, 12]	[0, 0]	[9, 12]
TPR-W	[11, 12]	[0, 12]	[12, 12]	[0, 12]	[1, 12]	[9, 12]	[0, 12]	[0, 0]
