	flat	GPAV	HTD	TPR-TF	ISO-TPR-TF	TPR-AT	ISO-TPR-AT	TPR-W
flat	[0, 0, 0]	[1, 3, 8]	[4, 2, 6]	[1, 1, 10]	[3, 2, 7]	[2, 2, 8]	[4, 2, 6]	[2, 0, 10]
GPAV	[8, 3, 1]	[0, 0, 0]	[6, 1, 5]	[4, 3, 5]	[10, 1, 1]	[6, 2, 4]	[11, 0, 1]	[4, 3, 5]
HTD	[6, 2, 4]	[5, 1, 6]	[0, 0, 0]	[5, 0, 7]	[5, 2, 5]	[5, 2, 5]	[6, 1, 5]	[3, 0, 9]
TPR-TF	[10, 1, 1]	[5, 3, 4]	[7, 0, 5]	[0, 0, 0]	[7, 2, 3]	[8, 2, 2]	[9, 3, 0]	[4, 3, 5]
ISO-TPR-TF	[7, 2, 3]	[1, 1, 10]	[5, 2, 5]	[3, 2, 7]	[0, 0, 0]	[5, 1, 6]	[4, 5, 3]	[3, 3, 6]
TPR-AT	[8, 2, 2]	[4, 2, 6]	[5, 2, 5]	[2, 2, 8]	[6, 1, 5]	[0, 0, 0]	[7, 1, 4]	[1, 2, 9]
ISO-TPR-AT	[6, 2, 4]	[1, 0, 11]	[5, 1, 6]	[0, 3, 9]	[3, 5, 4]	[4, 1, 7]	[0, 0, 0]	[2, 3, 7]
TPR-W	[10, 0, 2]	[5, 3, 4]	[9, 0, 3]	[5, 3, 4]	[6, 3, 3]	[9, 2, 1]	[7, 3, 2]	[0, 0, 0]
