	flat	GPAV	HTD	TPR-TF	ISO-TPR-TF	TPR-AT	ISO-TPR-AT	TPR-W
flat	[0, 0]	[0, 12]	[7, 12]	[0, 12]	[0, 12]	[6, 12]	[0, 12]	[0, 12]
GPAV	[12, 12]	[0, 0]	[11, 12]	[9, 12]	[6, 12]	[12, 12]	[8, 12]	[8, 12]
HTD	[1, 12]	[0, 12]	[0, 0]	[1, 12]	[0, 12]	[1, 12]	[0, 12]	[0, 12]
TPR-TF	[11, 12]	[0, 12]	[11, 12]	[0, 0]	[3, 12]	[12, 12]	[1, 12]	[7, 12]
ISO-TPR-TF	[12, 12]	[3, 12]	[11, 12]	[8, 12]	[0, 0]	[11, 12]	[5, 12]	[9, 12]
TPR-AT	[5, 12]	[0, 12]	[11, 12]	[0, 12]	[0, 12]	[0, 0]	[0, 12]	[0, 12]
ISO-TPR-AT	[11, 12]	[2, 12]	[11, 12]	[6, 12]	[4, 12]	[11, 12]	[0, 0]	[6, 12]
TPR-W	[11, 12]	[2, 12]	[11, 12]	[3, 12]	[1, 12]	[12, 12]	[2, 12]	[0, 0]
