	flat	GPAV	HTD	TPR-TF	ISO-TPR-TF	TPR-AT	ISO-TPR-AT	TPR-W
flat	[0, 0, 0]	[0, 1, 11]	[6, 5, 1]	[0, 1, 11]	[0, 1, 11]	[1, 7, 4]	[0, 1, 11]	[0, 1, 11]
GPAV	[11, 1, 0]	[0, 0, 0]	[11, 1, 0]	[2, 10, 0]	[4, 7, 1]	[11, 1, 0]	[7, 5, 0]	[2, 9, 1]
HTD	[1, 5, 6]	[0, 1, 11]	[0, 0, 0]	[1, 0, 11]	[1, 0, 11]	[1, 1, 10]	[1, 1, 10]	[1, 0, 11]
TPR-TF	[11, 1, 0]	[0, 10, 2]	[11, 0, 1]	[0, 0, 0]	[2, 8, 2]	[11, 1, 0]	[3, 8, 1]	[2, 10, 0]
ISO-TPR-TF	[11, 1, 0]	[1, 7, 4]	[11, 0, 1]	[2, 8, 2]	[0, 0, 0]	[10, 2, 0]	[3, 7, 2]	[2, 8, 2]
TPR-AT	[4, 7, 1]	[0, 1, 11]	[10, 1, 1]	[0, 1, 11]	[0, 2, 10]	[0, 0, 0]	[0, 2, 10]	[0, 1, 11]
ISO-TPR-AT	[11, 1, 0]	[0, 5, 7]	[10, 1, 1]	[1, 8, 3]	[2, 7, 3]	[10, 2, 0]	[0, 0, 0]	[2, 7, 3]
TPR-W	[11, 1, 0]	[1, 9, 2]	[11, 0, 1]	[0, 10, 2]	[2, 8, 2]	[11, 1, 0]	[3, 7, 2]	[0, 0, 0]
