algo	onto	flat	HTD	GPAV	TPR-DAGthreshold.free	ISO-TPRthreshold.free	TPR-DAGthreshold	ISO-TPRthreshold	TPR-W
naive_bayes	BP	[0.9048, 0.0016, 0]	[0.9024, 0.0017, 0.921]	[0.9187, 0.0014, 0.0]	[0.9169, 0.0014, 0.0]	[0.9185, 0.0014, 0.0]	[0.9132, 0.0015, 0.0]	[0.9181, 0.0014, 0.0]	[0.917, 0.0014, 0.0]
naive_bayes	MF	[0.8985, 0.0049, 0]	[0.8918, 0.0054, 0.4006]	[0.9153, 0.0044, 0.0]	[0.9144, 0.0044, 0.0]	[0.9151, 0.0044, 0.0]	[0.903, 0.0051, 0.0]	[0.9146, 0.0044, 0.0]	[0.9145, 0.0044, 0.0]
naive_bayes	CC	[0.8992, 0.0043, 0]	[0.894, 0.0049, 0.127]	[0.9134, 0.004, 0.0]	[0.9115, 0.004, 0.0]	[0.9127, 0.004, 0.0]	[0.9068, 0.0041, 0.0]	[0.9124, 0.004, 0.0]	[0.9095, 0.0041, 0.0]
